UserId,product_list
7474,"[12657910, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
7481,"[11659538, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
7492,"[12658512, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
7523,"[12407398, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
7526,"[13039822, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
7539,"[11461012, 13038932, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
7542,"[11660006, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
7552,"[12658486, 12657448, 11141306, 11141324, 12658440, 11358628, 11659578, 12657514, 12657562, 11659178]"
7564,"[13039466, 11407264, 11407274, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
7567,"[11660134, 11659798, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
7571,"[12406952, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
7589,"[13038920, 13039738, 13773576, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
7636,"[13653640, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
7642,"[12407494, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
7652,"[12406950, 12657694, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
7660,"[13067404, 12407020, 13038980, 11407408, 11360828, 11603828, 12407910, 12360426, 13039024, 14122832]"
7662,"[13039602, 13038942, 12360438, 12658408, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
7665,"[11237196, 12658406, 11659716, 13039514, 12407742, 13039782, 12360426, 13039024, 14122832, 13039516]"
7667,"[11481088, 11481076, 11481090, 12658516, 11659964, 11714428, 12360426, 13039024, 14122832, 13039516]"
7681,"[12658364, 11659824, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
7683,"[13039470, 13039026, 11659878, 12936682, 12936676, 12936618, 12360426, 13039024, 14122832, 13039516]"
7716,"[11659742, 12658186, 12407344, 11659450, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
7724,"[12407388, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
7729,"[13653534, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
7732,"[12657766, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
7738,"[12407042, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
7740,"[11659806, 13039446, 13039026, 12407656, 13039782, 12658482, 12407832, 12360426, 13039024, 14122832]"
7743,"[12407832, 12371378, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
7773,"[13039482, 11659774, 12407366, 11659204, 12360390, 12406880, 12406890, 12360426, 13039024, 14122832]"
7778,"[13039532, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
7789,"[12658388, 13039102, 12407756, 12407008, 12407012, 11659814, 12407754, 11407344, 12360426, 13039024]"
7809,"[11659632, 12407154, 12371288, 12371286, 11714700, 12360426, 13039024, 14122832, 13039516, 12407770]"
7822,"[12407398, 11461014, 11659156, 11714428, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
7832,"[13039020, 12407386, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
7834,"[12658046, 13039538, 13039848, 13038858, 13038944, 11659346, 11659024, 12360426, 13039024, 14122832]"
7835,"[12407832, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
7853,"[11659950, 11407222, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
7857,"[12658360, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
7864,"[13650178, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
7867,"[12407888, 11460766, 11361056, 11659422, 12407356, 11481072, 12360426, 13039024, 14122832, 13039516]"
7879,"[13039546, 12658634, 12407910, 12406938, 12407036, 12406948, 12407012, 12360426, 13039024, 14122832]"
7880,"[12360464, 12657438, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
7883,"[12407124, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
7917,"[13039780, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
7939,"[11659156, 13038854, 12407016, 11659560, 11237194, 11659764, 11659734, 11714306, 12658584, 11714316]"
7943,"[11659716, 13039518, 13039514, 12658376, 13039624, 12407772, 13039516, 12657752, 12360426, 13039024]"
7954,"[13039842, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
7956,"[13039644, 12658376, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
7964,"[13038980, 13038984, 13039848, 13039516, 13039524, 12658402, 12658352, 12407804, 12658406, 13039598]"
7965,"[13039526, 13039650, 13038940, 13039844, 13039692, 12371386, 12360426, 13039024, 14122832, 13039516]"
7980,"[11659554, 12360438, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
7987,"[12658228, 11460902, 11659716, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
7992,"[13039516, 11460810, 12407454, 12658402, 12658482, 12407834, 13038884, 14122744, 13039406, 12407418]"
8009,"[11659574, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
8013,"[11659708, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
8018,"[13038818, 13038820, 11659236, 12360450, 11659666, 12360428, 12407634, 12360426, 13039024, 14122832]"
8056,"[13039472, 13039466, 13039482, 11659578, 12407752, 12658448, 12658408, 12658384, 12407798, 12407690]"
8070,"[12658512, 12658204, 12371246, 11659310, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
8077,"[12657730, 12657756, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
8084,"[13039848, 13039526, 11659116, 12657726, 11460672, 12360430, 11147290, 13039566, 12407774, 11659884]"
8085,"[12407394, 11659424, 12657734, 11659466, 12658532, 11659914, 11659298, 11659026, 11659146, 12407440]"
8091,"[12657444, 12658508, 12657716, 12658484, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
8134,"[11460916, 12407742, 11659624, 12658482, 13039792, 12360426, 13039024, 14122832, 13039516, 12407770]"
8150,"[12658406, 12658350, 11659158, 12657494, 11659206, 11659244, 12657500, 11659334, 11658946, 12360426]"
8164,"[12407196, 12407116, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
8166,"[12407486, 11659306, 12407408, 12658508, 12407224, 11659308, 11659152, 11659298, 12360426, 13039024]"
8172,"[12658328, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
8194,"[12407780, 12658224, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
8198,"[11659340, 12696914, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
8206,"[11659586, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
8221,"[12407156, 13653674, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
8237,"[12371376, 12322664, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
8252,"[12360426, 13039444, 12407480, 12988652, 13039440, 13039520, 12658618, 12407382, 11659964, 12407512]"
8268,"[12657426, 12407154, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
8333,"[13039514, 12657406, 12696914, 11659346, 12407672, 11659950, 12407236, 11714428, 11659190, 12360426]"
8360,"[12406954, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
8368,"[12658074, 12407158, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
8402,"[11659958, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
8430,"[13039578, 12995872, 13039434, 13649990, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
8468,"[11714576, 12658394, 12406966, 12657656, 12407504, 11659036, 12657360, 12658438, 12658154, 12658144]"
8481,"[12406886, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
8485,"[12658490, 11659338, 11714304, 11714312, 12407328, 11659006, 12407382, 12407474, 12696926, 12360426]"
8487,"[12658406, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
8493,"[13038916, 12407380, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
8500,"[13039102, 13039100, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
8503,"[13038868, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
8516,"[12406900, 11360906, 12407818, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
8518,"[11659966, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
8519,"[12657804, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
8532,"[12406972, 11460780, 11481054, 12657644, 12657642, 12658512, 12360426, 13039024, 14122832, 13039516]"
8544,"[14121826, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
8546,"[11658984, 11659332, 11659338, 11460792, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
8549,"[11603770, 11603772, 12407380, 12407248, 11481024, 12360426, 13039024, 14122832, 13039516, 12407770]"
8554,"[12657804, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
8556,"[12658024, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
8568,"[13653656, 13039738, 13039488, 12657434, 13039462, 13039464, 13039814, 12407682, 12407414, 13039490]"
8594,"[13039618, 13039908, 12657574, 11659180, 12657430, 12407234, 13038952, 11603798, 12658260, 11714566]"
8600,"[12406906, 12371362, 12658032, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
8603,"[13038978, 11659234, 11480984, 12407452, 12407440, 12371250, 12360426, 13039024, 14122832, 13039516]"
8608,"[11659944, 11714576, 12658532, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
8651,"[12407696, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
8677,"[12360418, 11660000, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
8732,"[12407386, 12322666, 11659560, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
8778,"[13038888, 13038868, 13039602, 13038890, 12657656, 13039498, 13039732, 13039648, 13039078, 13039888]"
8781,"[11659946, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
8782,"[11659708, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
8798,"[11659836, 11659740, 11659950, 11659450, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
8805,"[13039540, 13039538, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
8807,"[11660000, 14110868, 11659566, 12371372, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
8819,"[13039626, 14122832, 11360776, 12658386, 13039782, 12360426, 13039024, 14122832, 13039516, 12407770]"
8831,"[12406950, 12407730, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
8859,"[11460780, 12658194, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
8885,"[12407666, 13039800, 13039658, 12658258, 13039650, 12658420, 12657692, 11659608, 12407776, 12360426]"
8904,"[13039496, 12407030, 12658414, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
8918,"[12658438, 12658290, 11714680, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
8928,"[13039076, 13039104, 12657638, 13038978, 12657356, 12657626, 12658482, 12658542, 12657624, 12407834]"
8929,"[12658260, 12371374, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
8930,"[11659840, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
8947,"[12407726, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
8964,"[12360438, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
8972,"[13039460, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
8979,"[12407594, 12407756, 14110862, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
8983,"[13653576, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
8990,"[11659562, 11237174, 11659750, 12658304, 12360448, 11659688, 12360426, 13039024, 14122832, 13039516]"
8999,"[12407492, 11714576, 12658584, 12371378, 13038964, 11407242, 13038946, 13038954, 13038958, 12658404]"
9008,"[14121848, 13039890, 12658618, 12658144, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
9027,"[12407656, 12371368, 12406946, 12657620, 12360418, 12407666, 12407668, 11659958, 12990076, 12360400]"
9029,"[11659964, 13038826, 12658144, 11659044, 12407390, 12360426, 13039024, 14122832, 13039516, 12407770]"
9031,"[12360426, 13202642, 13202646, 12658618, 12407930, 12407492, 12657754, 13039104, 12696914, 12658376]"
9034,"[11659628, 12696926, 12407742, 11659588, 12322658, 12360426, 13039024, 14122832, 13039516, 12407770]"
9057,"[12658048, 12371268, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
9064,"[13039644, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
9065,"[11659834, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
9066,"[12407398, 12407762, 12407400, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
9081,"[13039540, 13039656, 13039658, 13039886, 12360424, 12360426, 13039024, 14122832, 13039516, 12407770]"
9096,"[12658350, 12407818, 12406920, 11659020, 12322646, 12360426, 13039024, 14122832, 13039516, 12407770]"
9103,"[12657614, 12657612, 11714594, 12696928, 12407274, 12407650, 12407030, 12360426, 13039024, 14122832]"
9121,"[13039618, 13039540, 13039524, 13039768, 13039576, 12407442, 12658344, 12360426, 13039024, 14122832]"
9128,"[12407730, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
9130,"[11461038, 11659472, 11659034, 11360912, 12658520, 11603770, 11652760, 12360426, 13039024, 14122832]"
9137,"[12407506, 12407386, 12371350, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
9140,"[13064966, 13039534, 13039576, 12407934, 11659310, 12407314, 12406930, 12407440, 12407624, 12407394]"
9143,"[13039772, 13039052, 13039448, 13039810, 13039550, 12407732, 12658574, 12360428, 12360404, 12360426]"
9147,"[12658406, 12658490, 12360450, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
9152,"[13039024, 13039822, 13039630, 13039602, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
9161,"[12658252, 12658364, 12657966, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
9168,"[12658674, 11659972, 13038964, 11659552, 11714540, 11358628, 12406908, 11659024, 11659946, 11659618]"
9174,"[12657586, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
9175,"[12360374, 11659298, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
9192,"[13038964, 13038942, 13038866, 12657788, 12658086, 12995908, 12360426, 13039024, 14122832, 13039516]"
9195,"[12407638, 11659548, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
9223,"[11659578, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
9229,"[13039934, 12658370, 12658366, 12658320, 12658402, 12407832, 12658302, 12658358, 13038920, 13039594]"
9234,"[11659562, 11361054, 11659538, 11659648, 12407384, 12360426, 13039024, 14122832, 13039516, 12407770]"
9261,"[12407382, 11658984, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
9308,"[12360452, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
9326,"[12437418, 12658084, 11660202, 12407154, 12658680, 12658340, 12658332, 11659644, 11659804, 12407198]"
9341,"[13039848, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
9351,"[12696926, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
9357,"[11659884, 11659740, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
9367,"[12407742, 11659630, 11360860, 11659628, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
9370,"[13039842, 13039646, 11659178, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
9375,"[12658104, 12407328, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
9382,"[12696914, 11460792, 11480992, 11480978, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
9384,"[12696928, 12407308, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
9391,"[12407440, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
9413,"[12658446, 12658012, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
9423,"[13038830, 13039050, 12995872, 12406868, 12995878, 13038820, 12407624, 13650070, 13039442, 13039464]"
9448,"[11659544, 12406928, 12658356, 11407170, 12407668, 12658464, 12360426, 13039024, 14122832, 13039516]"
9452,"[11714462, 11361058, 12360444, 12360422, 12322666, 11659552, 12658162, 12657616, 12360426, 13039024]"
9453,"[11147252, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
9472,"[12658304, 11659236, 11141324, 12658494, 11460854, 11659764, 11659590, 12360426, 13039024, 14122832]"
9517,"[11659216, 13202650, 11660090, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
9519,"[11660092, 12360424, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
9563,"[11603770, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
9581,"[13039106, 12936598, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
9596,"[12360412, 12657678, 11659452, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
9614,"[11407162, 11360916, 11659470, 11659050, 11659006, 12657630, 11360928, 11603796, 13067404, 12407382]"
9629,"[12436886, 12436888, 12437434, 12437440, 11659860, 12407792, 11659586, 11659728, 11659666, 11659558]"
9639,"[13039540, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
9651,"[11659252, 12406858, 12360434, 11460964, 11659250, 12657500, 12657534, 11659232, 11461022, 11360916]"
9657,"[12658568, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
9659,"[12658406, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
9665,"[13039762, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
9668,"[13038820, 13038832, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
9669,"[12657526, 11520044, 12407356, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
9680,"[12371386, 13039760, 13039528, 13039602, 12360452, 12658400, 12658426, 11659840, 12658390, 12658388]"
9711,"[12360374, 12407420, 11714600, 12658118, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
9723,"[12371246, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
9734,"[12371256, 12696926, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
9742,"[11245914, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
9748,"[13039150, 13038980, 13039880, 13038954, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
9782,"[13039578, 12371386, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
9794,"[12407770, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
9813,"[13039554, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
9817,"[12407338, 11659780, 11659142, 12407626, 12407624, 12696928, 12360376, 12658128, 13017338, 12657608]"
9836,"[11659158, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
9839,"[11659566, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
9840,"[12407526, 12406952, 12407394, 12407344, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
9851,"[11659688, 13039516, 11237196, 11361056, 11358628, 12360460, 12445150, 12360426, 13039024, 14122832]"
9857,"[11714574, 12407354, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
9865,"[12974422, 12658034, 12947664, 11659666, 11659526, 12360426, 13039024, 14122832, 13039516, 12407770]"
9866,"[11659470, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
9876,"[11659708, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
9883,"[12658512, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
9884,"[12657532, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
9886,"[11659812, 12658512, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
9918,"[11659088, 12658202, 12407030, 11659138, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
9929,"[13773576, 13202660, 11659420, 12406888, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
9930,"[11659050, 12407328, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
9959,"[11659728, 11659812, 12658440, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
9963,"[12360430, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
9991,"[13039480, 12406906, 13039080, 12657804, 12407526, 12407022, 12407496, 12407024, 11145762, 12406922]"
10005,"[11714608, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
10027,"[13038826, 13202664, 13038830, 11659860, 12406904, 12657804, 11481086, 12371378, 12360426, 13039024]"
10041,"[13039470, 12407308, 12657426, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
10080,"[12658546, 12657572, 12371250, 11659432, 12371244, 12371364, 11659102, 12658152, 11659712, 11659346]"
10103,"[11460966, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
10105,"[12658304, 11659024, 12658344, 12657448, 12322664, 12360458, 12371376, 12360426, 13039024, 14122832]"
10122,"[11360880, 12658344, 12658302, 12407502, 12657426, 11360722, 11659798, 12658586, 11407162, 12360426]"
10123,"[13039442, 13039020, 11659836, 12657692, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
10124,"[12371378, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
10125,"[12657724, 11659646, 12658158, 11659716, 12658600, 12407498, 12407454, 12360426, 13039024, 14122832]"
10131,"[13039526, 12973004, 13039506, 12360452, 12396562, 13039652, 13039820, 12360426, 13039024, 14122832]"
10136,"[12407154, 13653674, 11660126, 12658030, 12407156, 12360426, 13039024, 14122832, 13039516, 12407770]"
10168,"[11659630, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
10171,"[12407772, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
10207,"[12407776, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
10209,"[11659456, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
10217,"[13039586, 13038982, 13039814, 13039782, 13039902, 13039818, 13038960, 12657356, 12657692, 12360426]"
10243,"[13038906, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
10260,"[11481080, 13038648, 12407482, 12407588, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
10261,"[14121826, 13038968, 12658230, 12658228, 12407332, 11460910, 12658612, 12360426, 13039024, 14122832]"
10262,"[13039080, 11659578, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
10269,"[12658528, 12657366, 12657724, 12406898, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
10284,"[12406886, 13038818, 13038830, 12658440, 12657386, 12360426, 13039024, 14122832, 13039516, 12407770]"
10299,"[12657878, 12657880, 13653558, 13039760, 13038824, 13038820, 13039816, 12360426, 13039024, 14122832]"
10306,"[13039516, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
10314,"[12407426, 12407616, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
10324,"[12407492, 11659146, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
10327,"[11659212, 12407014, 12407498, 12371372, 11659026, 12657502, 12407016, 12407494, 12657870, 12658038]"
10338,"[11461022, 11461004, 11460780, 11460802, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
10355,"[12658110, 11360872, 11659954, 12407388, 12658512, 11659240, 12360376, 11659250, 12360426, 13039024]"
10363,"[12657656, 11659056, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
10364,"[12407456, 12371378, 11659570, 11360966, 12658304, 11360718, 12658330, 11659066, 11407366, 12360410]"
10367,"[13039688, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
10376,"[12407600, 12407446, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
10383,"[12407688, 11460968, 11659026, 12407188, 12371362, 12360426, 13039024, 14122832, 13039516, 12407770]"
10397,"[12322648, 11659858, 12407314, 12407400, 12658388, 12406892, 12360426, 13039024, 14122832, 13039516]"
